Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Djibouti,DJI,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,15.27,15.69,16.21,16.53,16.74,18.14,18.93,20.37,21.96,22.79,23.87,25.1,25.11,26.75,27.18,30.52,29.74,31.33,40.97,47.9,45.9,45.7,54.62,59.67,71.15,76.65,79.27,83.81,101.93,96.02,68.15,71.98,66.84,71.97,74.19,69.21,73.2,74.24,74.64,82.35,84.3,98.04,95.51,93.24,93.61,113.15,142.1,148.59,127.81,116.19,133.21,134.36,134.37,134.13,133.75,133.75,,
Dominica,DMA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,29.99,29.75,29.16,29.34,28.93,28.72,29.56,29.64,31.21,31.16,31.53,31.97,33.06,33.85,36.78,40.08,43.13,45.37,48.04,50.93,53.06,56.19,58.69,60.2,67.28,75.07,85.58,86.04,90.77,90.59,93.65,91.22,96.18,97.68,94.04,99.9,100.05,100.73,101.87,101.94,101.99,102.11,102.21,101.99,100.21,97.8,99.69,99.81,99.92,105.18,105.8,107.93,103.92,103.95,103.98,103.97,,
Denmark,DNK,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,69.91,70.68,69.82,69.82,72.26,71.59,71.07,70.06,67.35,65.37,65.81,65.42,67.22,69.64,69.68,70.28,71.75,74.46,77.66,78.72,78.38,79.07,82.72,81.46,81.63,83.96,81.9,80.92,80.57,81.86,83.98,86.75,91,91.1,91.45,91.48,92.42,95.82,96.06,95.25,97.12,99.05,99.18,100.52,100.44,99.04,101.98,100.63,98.66,102.15,103.16,102.55,98.69,99.23,100.3,100.31,,
Dominican Republic,DOM,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,19.53,19.36,19.24,19.84,20.03,21.01,22.16,24.44,25.62,26.21,28.44,30.53,32.21,32.54,32.34,34.92,36.21,36.91,41.07,42.27,41.9,42.5,45.34,46.03,47.76,47.11,48.3,52.46,55.77,59.39,63.88,66.05,69.51,70.25,70.89,73.17,71.57,75.03,74.32,80.61,81.85,81.45,73.83,84.26,102.6,113.14,121.3,117.31,120.29,124.86,114.54,107,112.35,113.06,114.29,110.31,,
Algeria,DZA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,14.84,13.82,12.72,14.52,16.03,17.01,18.16,20.25,21.08,21.14,23,24.15,25.1,26.62,27.54,28.88,30.05,30.36,31.75,33.79,34.98,39.74,42.39,44.13,46.53,46.83,51.85,55.38,58.31,62.93,62.72,66,68.28,69.79,72.25,73,71.78,75.99,75.8,87.1,85.1,88.14,90.29,96.17,99.7,104.12,104.23,104.86,110.34,117.33,127.34,135.31,141.95,144.88,149.14,147.06,,
East Asia & Pacific (excluding high income),EAP,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,6.95752943,7.516878907,9.048548143,10.38552225,11.3104274,12.0267707,12.47455897,12.55731461,12.60587697,12.73978521,13.81689098,14.7890698,15.19460669,15.51818345,15.87370552,15.91041231,16.1528238,17.39455602,19.58235591,21.44782515,22.41825745,23.73504473,24.8760834,27.98542074,30.2672981,31.92295401,34.53833605,37.8356062,39.86864954,42.82231578,47.093705,50.88512861,55.46986245,61.14696684,66.06276558,69.41254375,71.6996859,76.27638982,78.80186567,83.34508454,84.93164857,88.19602914,93.00814544,95.66702657,100.2046499,104.3435065,108.3832815,112.6250835,116.9001556,120.3940525,121.7998061,126.6032712,128.5512828,129.2903503,,,,
Early-demographic dividend,EAR,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,27.86670467,28.82209038,29.44298188,28.91267484,29.58993196,30.98886604,31.79471362,32.85807794,34.28261328,34.04325547,33.96743907,35.3529434,35.94749841,37.11619883,38.71629399,40.8549479,42.18240233,43.88382368,44.81702513,45.50919232,47.32872513,48.72762115,50.45440633,52.31866172,54.14268925,56.66654341,56.67777797,58.02652147,59.47946372,62.86529236,64.73876526,66.77358554,69.30475461,71.526383,73.64293009,74.96504853,77.65665915,79.1161759,82.19529491,85.15107854,86.51782295,88.76248709,91.99113043,95.67989363,99.82866374,105.0416301,110.0711521,112.2793826,115.5697907,119.0570411,123.3424044,126.8493688,130.3220507,133.1332911,,,,
East Asia & Pacific,EAS,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,12.67687313,13.75890702,15.32781368,16.87873696,17.87408017,18.46432822,19.0780101,19.51195407,20.12340455,20.86873059,22.0485153,23.40364622,23.70159048,23.45131252,24.35892507,25.21638866,25.77366769,27.25697237,29.30107622,30.53585105,31.3609099,32.69880495,34.04590048,36.57534371,39.11073022,40.68394656,43.33083248,46.31907181,47.85565466,50.63680491,54.52218117,57.98130898,62.02976465,66.91567397,70.96826457,73.98538724,76.35111962,80.15120813,82.33785404,86.23424072,87.72425557,90.53530043,94.37702088,96.27551491,100.1578391,103.748382,107.4042469,110.5680237,114.2137471,116.9122232,117.8666324,122.4054484,124.4618689,125.3382958,,,,
Europe & Central Asia (excluding high income),ECA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0560728,124.5880288,117.0649875,106.9397273,100.8729204,95.36672495,94.91923534,92.95790103,92.62092683,91.42374739,93.81410796,96.85613805,98.27298319,99.55366552,101.7104085,105.8001485,106.8745778,109.9309415,113.3900922,116.3647448,120.3897867,123.4457674,123.6969248,,,,
Europe & Central Asia,ECS,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.6429877,106.4692728,103.1655937,100.7484511,99.35575502,97.30278357,98.72015986,98.4992438,97.57116031,97.09246838,98.77042614,99.25982761,99.43665043,99.52411538,99.92478204,102.241028,102.9787223,103.7096676,106.2441451,107.4722039,108.0244734,108.9732176,109.2780642,,,,
Ecuador,ECU,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,18.17,18.79,19.22,19.96,20.78,21.91,22.64,23.95,24.71,26.39,25.66,26.65,27.51,29.35,30.13,31.33,32.91,35.58,37.6,36.53,36.87,68.32,61.49,64.4,59.67,62.06,61.07,68.73,73.53,47.96,51.52,52.54,55.93,59.61,65.16,71.52,78.66,74.82,79.23,85.78,92.94,92.35,94.08,96.8,96.31,106.89,113.26,120.39,118.27,123.21,130.16,127.3,132.86,128.63,121.82,124.15,,
"Egypt, Arab Rep.",EGY,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,12.68,13.11,12.81,12.99,13.23,13.61,14.08,16.46,16.81,17.2,17.73,18.09,18.28,18.61,18.78,19.36,19.44,19.76,19.96,20.06,21.27,23.26,25.01,26.26,27.05,27.46,27.71,28.93,28.7,50.01,53.39,55.26,57.48,58.79,61.24,68.08,77.61,77.71,77.95,80.7,77.5,82.43,94.27,93.87,99.25,106.88,116.94,122.26,121.55,123.43,125.19,129.56,128.63,129.76,122.94,123.35,,
Euro area,EMU,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,56.48402327,57.5975978,58.42804482,59.4098538,61.06242835,63.59099016,66.72650635,69.07009116,69.88876715,71.95493689,73.50529782,73.9071213,75.74903451,80.31005989,81.50289946,82.75490093,84.02331439,86.86599962,89.96546376,93.17665176,93.96530427,94.34703119,96.7854297,98.5778672,98.06226072,99.51876414,99.00085011,98.16892955,96.80443666,99.06560915,97.57828426,97.41897841,96.7535728,95.75144334,96.78089261,98.31566032,97.51474997,99.47278265,100.6260207,99.78577818,100.1412556,101.1917723,100.3209519,100.0739039,99.57151757,98.55185967,100.120256,101.7697244,101.5005125,103.8187513,104.1580436,102.9791969,103.1749057,103.1178943,,,,
Eritrea,ERI,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.63,69.75,70.64,77.75,78.71,85.71,86.9,87.56,89.3,89.53,96.6,99.82,99.77,100.42,117.63,118.9,119.06,120.1,121.58,122.65,123.01,124.32,122.7,122.96,,
Spain,ESP,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,21.08,21.42,24.46,26.2,24.43,28.31,30.69,32.34,34.29,38.24,38.25,39.59,43.52,47.31,47.97,50.41,52.73,53.82,56.16,61.9,63.86,65.7,66.04,66.66,65.98,65.21,67.35,70.76,69.35,72.14,75.9,75.34,76.55,77.1,79.7,82.83,84.97,92.39,94.75,95.35,97.69,102.14,104.38,101.99,99.51,98.5,99.44,102.54,98.14,99.63,102.68,101.27,100.81,101.63,101.78,95.35,,
Estonia,EST,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.2,147.08,128.6,113.31,103.21,97.72,92.29,99.54,83.38,88.9,103.04,100.41,98.59,96.89,104.52,102.79,104.12,112.83,113.08,119.43,119.33,127.57,127.87,125.75,125.65,,
Ethiopia,ETH,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.67,56.12,57.21,62.09,62.69,63.96,65.76,65.43,66.44,96.14,95.89,98.11,96.59,105.3,108.59,120.78,112.88,138.71,127.64,126.17,118.73,117.24,122.95,120.12,,
European Union,EUU,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,62.27024445,63.46874355,63.60668883,64.46689039,66.67699884,69.08225999,71.82812416,73.89068197,74.48168969,76.3295876,77.79771631,79.33680912,81.45561742,86.20474072,87.49403151,88.6015418,90.26560354,93.23318082,96.63531147,98.59299143,97.79026846,98.48704654,100.9958316,102.678549,102.5571117,103.5342143,103.1863705,102.233988,101.3230361,103.5572154,101.4589425,100.0880384,99.34471539,97.82210475,98.54511331,99.16855349,98.57192004,100.5861113,101.2283785,99.8388128,99.52574165,100.818608,100.3847677,99.92206562,99.5440457,98.98994066,100.5929687,100.9991072,100.6864282,102.5833458,103.0483258,102.0232055,101.919162,102.2113725,,,,
Fragile and conflict affected situations,FCS,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,28.33546884,29.04707808,30.51091143,31.38985276,32.44934354,34.06241989,34.88643868,36.22341989,36.82684537,37.02919139,37.41290562,37.78660543,38.25110026,38.62420829,40.47975975,42.11037959,43.62328703,45.99690315,48.24198991,50.25811585,52.59078881,54.49735071,54.37441542,53.28517637,54.70756648,54.62679778,55.33472392,57.61308768,58.56629747,58.47233364,58.51661351,59.13901972,60.33107471,63.79921166,67.95527298,70.50587568,74.31152613,78.56153799,81.88873515,84.9840994,85.97229934,91.61591138,94.0567226,98.81466591,103.5299114,104.4944053,109.092979,112.4996612,114.7949949,117.3301885,121.9143541,105.4073853,105.4302221,106.3563023,,,,
Finland,FIN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,97.31,101.25,105.4,108.97,107.74,104.93,105.28,104.88,109.41,104.68,108,107.12,103.23,105.88,105.57,109.42,107.71,108.34,110.55,112.85,113.92,113.09,115.07,115.68,113.37,112.85,111.45,104.52,104.64,107.43,101.42,98.66,95.74,97.83,94.95,94.85,97.14,96.86,95.37,95.3,97.85,99.57,100.46,100.42,99.55,100.03,100.3,99.17,97.75,97.49,97.42,96.39,98.06,99.77,100.59,99.85,,
Fiji,FJI,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,23.82,25.22,26.98,34.3,33.41,34.92,36.86,36.89,42.08,43.95,47.98,44.17,48.46,48.33,50,50.49,56.51,59.59,63.74,67.87,70.62,68.37,69.06,69.44,74.48,80,80.57,81.63,86.5,92,93.75,94.83,88.47,93.76,94.82,96.42,96.09,94.63,92.19,92.6,93.7,97.49,99.44,98.13,99.56,102.31,106.4,105.75,96.27,102.72,115.95,104.31,110.02,109.63,109.24,109.67,,
France,FRA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,70.77,71.12,71.67,70.64,74.1,75.03,79.33,81.82,80.34,81.41,83.9,84.83,85.97,91.08,91.12,92.61,91.21,93.32,98.62,100.87,102.54,102.5,103.19,105.5,103.22,103.92,104,102.37,100.33,101.71,99.71,100.52,99.55,99.96,102.66,104.1,104.82,104.76,103.5,102.83,103.41,105.6,104.24,101.64,100.8,97.56,98.48,100.22,98.91,101.58,102.35,102.2,102.48,103.27,104.09,103.08,,
Faroe Islands,FRO,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,94.7,92.56,92.44,89.84,79.49,89.51,93.99,93.67,97.02,97.33,97.16,96.16,68.51,91.78,92.78,92.78,92.78,87.31,93.29,93.72,94.6,96.69,97.1,97.18,97.28,98.03,99.04,100.01,99.89,100.01,99.38,100.01,100.01,99.81,100.01,100.01,100.01,100.01,100.01,100.01,99.97,100.17,100.17,100.17,100.17,100.17,100.17,100.17,100.17,100.17,100.17,,
"Micronesia, Fed. Sts.",FSM,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.85,99.71,99.82,99.84,99.7,99.51,99.43,100.04,99.98,100.05,100.1,99.85,102.58,101.97,101.9,101.7,101.78,102.18,102.05,100.93,102.01,102.05,,
Gabon,GAB,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,51.48,54.68,57.86,60.91,62.64,64.4,64.54,64.83,64.76,65.02,65.39,65.89,66.4,67,64.71,66.24,67.29,68.69,68.61,68.5,68.58,68.55,69.13,70.34,71.16,72.77,73.42,74.46,75.17,76.96,76.92,79.53,81.88,82.41,84.83,86.48,89.58,92.02,93.73,95.52,96.53,97.82,98.78,100.12,100.54,99.35,101.72,103.04,104.68,106.66,107.5,110.26,111.71,111.25,113.15,114.25,,
United Kingdom,GBR,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,79.31,80.75,80.04,79.82,82.15,82.36,83.71,84.37,84.64,88.72,88.97,92.75,92.77,96.77,97.2,97.05,98.69,101.31,104.15,105.79,104.23,105.94,109.17,107.39,108.39,106.83,107.85,104.63,105.23,107.37,108.88,108.11,107.16,110.49,111.4,104.11,104.9,106.86,105.78,102.05,97.14,99.78,99.53,98.9,99.9,101.2,101.01,99.67,98.53,102.49,103.93,102.66,103.4,106.57,107.8,106.58,,
Georgia,GEO,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.36,74.73,80.89,89.6,95.4,101.67,95.8,95.44,96.99,101.35,105.41,108.63,108.65,108.91,82.44,82.15,76.14,74.07,76.08,74.43,70.3,74.6,71.93,71.09,69.22,,
Ghana,GHA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,27.23,28.21,29.13,32.27,33.59,35.73,36.68,38.8,41.29,41.93,42.45,45.2,45.25,46.17,47.77,47.13,51.38,54.29,57.14,61.24,63.93,68.14,73.95,73.45,73.29,73.35,74.91,75.42,77.33,78.44,80.22,79.72,80.57,81.85,79.45,81.58,80.63,80.44,83.43,89.85,89.84,91.15,97.92,96.09,99.75,104.16,110.13,119.88,118.1,122.43,126.71,130.64,132.73,132.51,134.18,134.68,,
Gibraltar,GIB,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,27.56,28.3,29.21,30.09,30.88,32.12,31.28,31.78,30.42,30.81,30.89,31.36,32.97,34.15,35.35,35.85,36.24,36.73,37.04,37.46,37.8,38,38.76,38.44,34.63,29.24,32.7,37.69,38.61,41.53,47.89,50.84,53.88,57.33,61.36,64.18,66.94,70.35,73.76,77.54,80.76,84.04,88.42,94.04,99.22,106.74,111.64,118.58,125,133.38,130.64,137.02,139.38,132.57,134.86,136.04,,
"Gambia, The",GMB,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,24.8,26.03,27.61,28.78,30.11,31.58,33.02,34.65,36.31,38.39,39.6,41.81,41.82,41.45,41.81,41.92,40.85,40.79,40.93,41.09,40.57,40.55,40.55,39.76,40.87,41.07,42.07,42.7,43.34,42.44,79.08,80.34,81.2,82.38,82.35,81.57,82.96,83.04,83.77,84.63,85.39,88.15,96.15,99.2,99.76,101.04,103.36,104.94,108,107.09,105.67,107.16,106.2,108.69,110.77,106.73,,
Guinea-Bissau,GNB,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,21.97,21.96,21.96,22.01,22.01,22.11,22.12,22.09,22.22,22.37,22.89,24.06,24.53,25.23,26.13,27.06,28.35,29.42,30.37,31.18,32.19,33.12,33.68,34.4,34.96,35.84,36.94,37.98,38.81,39.86,76.35,78.57,81.61,81.63,83.2,85.19,87.49,88.13,89.73,92.4,91.22,92.56,97.2,97.38,99.64,102.98,106.84,114.46,116.18,119.84,122.82,125.79,126.76,127.12,127.84,129.86,,
Equatorial Guinea,GNQ,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,36.91,39.28,39.26,40.52,42.78,42.06,42.43,42.77,46.46,47.23,48.01,50.44,50.99,51.32,54.09,54.51,54.96,56.67,56.9,57.32,60.25,62.26,62.57,63.87,65.27,66.55,68.09,69.63,71.18,73.58,75.12,76.66,78.2,85.08,86.33,87.46,88.7,89.83,91.51,93.07,94.97,94.99,95.11,99.69,103.68,96.62,97.67,98.77,98.51,107.15,109.53,110.35,104.73,104.76,104.81,105.01,,
Greece,GRC,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,41.42,45.7,48.82,50.23,53.39,58.2,60.97,59.69,65.71,69.38,72.13,76,81.48,90.7,95.37,97.01,95.66,96.85,99.45,99.42,98.1,98.1,97.15,97.58,95.62,95.39,97.63,98.66,99.01,99.55,99.44,98.71,98.92,98.47,100.25,99.39,95.72,95.65,94.4,93.41,94.29,95.37,97.36,99.27,101.95,98.78,95.29,97.43,97.78,97.63,98.29,96.84,95.21,95.8,93.36,91.91,,
Grenada,GRD,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,72.27,79.45,82.09,85.53,89.87,96.87,85.34,94.2,98.38,99.87,95.46,92.26,97.21,98.23,94.82,89.51,89.63,89.08,85.11,84.94,88.68,85.23,84.08,79.68,80.52,81.06,80.07,79.44,80.15,84.76,84.51,81.75,78.68,86.72,89.98,83.5,79.58,75.92,83.74,82.92,87.11,95.84,96.03,93.94,93.21,112.85,109.33,107.05,111.24,110.67,108.89,107.68,107.15,107.17,107.33,107.7,,
Greenland,GRL,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,51.55,59.09,52.86,76.1,69.89,100.52,88.22,64.49,84.28,97.68,94.74,52.89,67.99,53.89,60.95,35.21,59.91,70,90.63,97.91,110.15,117.49,102.32,106.66,103.41,103.56,104.64,104.64,106.26,106.65,112.2,111.61,111.92,104.36,98.95,100.13,91.9,89.32,90.23,87.8,84.34,101.31,95.89,102.32,99.39,98.29,103.63,102.36,101.31,97.96,97.93,97.9,97.88,97.85,97.82,97.79,,
Guatemala,GTM,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,26.7,26.7,28.89,29.47,28.92,28.14,30.9,34.35,36.21,38.81,41.44,42.86,42.52,41.14,42.94,44.31,45.79,45.21,41.92,44.97,44.92,45.88,49.6,51.1,48.78,45.15,49.38,53.22,57.43,59.7,55.28,54.76,59.79,63.63,66.78,69.37,72.56,71.59,71.81,72.93,82.82,94.68,96.2,96.81,99.84,103.35,108.22,110.67,113.45,113.8,116.16,119.65,121.4,123.09,125.27,126.24,,
Guam,GUM,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,116.23,113.18,158.03,111.93,136.65,155.8,152.51,174.79,176.43,185.38,151.51,167.93,183.11,199.96,225.26,175.53,212.2,214.07,216.03,200.31,201.62,166.34,138.21,142.17,122.93,134.88,148.01,178.62,63.16,51.1,88.98,92.22,96.38,88.01,88.14,88.24,89.33,89.48,93.53,95.59,97.69,98.94,97.57,99.78,99.79,100.43,113.78,102.66,125.19,102.96,103.16,113.11,113.33,113.56,112.66,112.21,,
Guyana,GUY,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,39.06,40.7,41.71,46.19,49.63,51.68,53.46,60.18,66.74,67.85,71.78,75.3,79.31,73.31,78.37,82.72,82.32,75.3,65.35,66.02,64.95,52.77,39.55,37.97,35.47,37.75,42.67,46.55,42.27,40.81,42,53.01,56.01,60.91,60.17,75.47,76.09,73.26,73.96,69.53,71.26,79.54,101.79,104.54,100.51,94.95,108.88,102.51,114.85,108.43,122.83,135.16,137.2,142.03,143.99,144.43,,
High income,HIC,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,54.59818252,55.67796335,56.77414179,58.68134196,59.48510467,60.82638222,62.72686647,64.24436735,65.08453638,67.02660197,68.26239171,69.23711623,68.87762369,71.88977082,72.78547868,75.50768449,76.33512823,77.56131822,78.66791476,80.43647191,80.79240603,81.39434582,83.62764082,84.07599325,85.29137403,86.31425725,86.59985409,87.31408333,87.01782903,88.44261382,88.47472566,89.5521116,89.77251973,90.94425128,92.19011069,93.37651414,94.14755238,95.94563693,97.57596122,97.95649511,98.01875332,99.66329535,99.13907709,98.8440335,99.79689532,100.7656068,102.0813028,103.4637688,102.4727332,103.9412511,104.2539321,104.0978027,104.6473387,105.3188424,,,,
"Hong Kong SAR, China",HKG,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,97.95,141.77,132.48,102.34,89.48,92.87,97.41,129.46,141.58,150.04,159.85,176.6,137.8,132.77,122.72,131.06,153.61,164.66,184.55,93.28,206.86,201.86,199.84,188.04,203.37,179.5,187.33,189.83,165.33,145.33,117.28,75.49,87.78,47.75,62.4,71.01,77.17,89.34,105.17,108.52,115.4,105.12,96.89,99.44,98.81,101.74,83.23,39.15,45.13,46.07,47.48,48.7,50.19,50.39,50.91,51.17,,
Honduras,HND,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,21.45,22.32,22.76,22.03,22.23,22.77,25.71,27.45,27.64,28.72,32.62,33.99,34.79,31.93,34.38,36.04,35.93,44.5,32.5,45.9,48.15,41.63,36.73,37.95,39.19,36.45,44.82,47.8,48.93,52.73,54.41,56.02,55.06,70.98,69.46,77.23,75.5,77.76,76.87,77.99,77.4,84.98,91.87,96.02,100.41,103.57,108.03,115.84,102.96,102.74,106.04,108.57,108.71,108.88,109.03,109.52,,
Heavily indebted poor countries (HIPC),HPC,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,33.08481401,33.83566017,34.90235109,35.675296,36.50172181,38.41060638,39.80110142,41.36985318,42.05748083,42.93991671,42.43731783,42.62953481,42.47139755,42.63710355,44.70628641,46.45321687,48.25013338,51.21289797,52.23032538,53.64562455,55.12948936,55.77236126,55.65903867,54.03587025,55.35543243,56.19577571,55.93413181,57.96418502,60.33308216,63.11896709,66.28503546,66.43063949,67.42330172,69.9511221,73.16174171,75.76121609,78.05222994,81.12572077,84.99909548,86.39968663,86.75848222,93.6911769,96.81349836,100.314872,104.0386923,105.6003739,109.1760866,114.5150092,114.63903,120.6785617,121.9067122,109.4508227,109.4800996,107.5713661,,,,
Croatia,HRV,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.28,96.86,89.5,85.08,83.74,82.84,84.3,88.54,77.24,85.35,84.41,86.12,93.67,102.95,103.38,110.28,105.94,108.15,103.23,106.62,100.63,96.38,93.83,94.99,94.02,,
Haiti,HTI,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,37.67,38.51,39.62,40.62,41.97,42.81,46.46,47.5,48.96,50.67,52.28,54.38,55.26,56.52,58.05,59.81,58.78,62.17,60.17,57.93,57.63,62.09,63.94,65.45,65.92,66.05,63.69,62.23,60.42,57.19,62.17,66.2,68.77,70.03,65.78,71.15,73.76,80.28,79.64,92.86,95.41,98.5,99.54,99.55,100.63,99.82,101.72,100.72,101.56,102.46,105.63,106.6,106.61,104.47,104.23,104.25,,
Hungary,HUN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,83.02,84.13,86.36,85.48,88.7,90.4,94.03,101.32,101.83,105.47,115.19,118.05,116.98,125.73,133.67,128.78,137.32,141.93,149.14,152.6,153.93,162.79,167.64,170.67,164.21,160.63,167.11,166.23,166.89,167.62,152.39,134.66,122.69,114.69,111.88,114.34,112.27,112.81,113,121.33,115.95,116.58,112.49,107.55,97.58,94.87,97.11,98.43,96.78,90.35,93.05,91.33,88.13,88.57,90.45,81.9,,
IBRD only,IBD,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,18.64543803,19.36539775,20.24438738,20.84028297,21.78393158,22.81048878,23.47504969,24.31412807,25.03700817,25.08524302,25.49248102,26.90678036,27.58357444,28.47613352,29.67446967,30.95878837,31.66719446,33.11654021,34.83290855,36.32402738,37.34848893,38.45164647,39.65661727,41.92268923,43.93840126,45.77297198,47.30589131,49.63702257,51.40611748,54.43819856,57.12205774,67.23624665,69.40480972,71.77390186,74.16420886,75.7944184,77.00723548,79.68639578,82.20378662,85.25000709,86.4014085,89.20655856,92.79403774,96.02469261,100.2305819,104.0138826,108.369815,111.2750523,114.2027469,117.3330128,119.6013916,123.4064206,126.2123306,127.5497545,,,,
IDA & IBRD total,IBT,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,19.83528085,20.51892719,21.37921451,22.00824556,22.94799011,23.98632523,24.69489044,25.55324975,26.30421127,26.44565589,26.81808521,28.10064294,28.74735547,29.59431807,30.81148625,32.13225963,32.91593361,34.48926868,36.14093466,37.5220391,38.55999073,39.72763766,40.90988267,42.92304323,44.92339608,46.7169449,48.19475333,50.52041875,52.26714085,55.14294147,57.81649273,67.10965389,69.16069153,71.52763296,73.94544649,75.58059685,76.97198729,79.64311234,82.23571025,85.11915652,86.31617667,89.38285555,92.87834836,96.19280911,100.3477582,104.1250047,108.394586,111.4637911,114.4036303,117.6726316,120.1124731,122.9831952,125.6498051,126.8981359,,,,
IDA total,IDA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,27.64375955,28.08909512,28.82664645,29.6731327,30.58725642,31.70288549,32.70023394,33.68512654,34.62037555,35.37351989,35.5175133,35.93550171,36.38480065,36.9325312,38.27328667,39.83329808,41.11092616,43.49795518,44.72500455,45.3841271,46.51060889,48.10147482,49.13457921,49.48797999,51.38753651,52.91187441,54.02801128,56.31780654,57.91770451,59.76789691,62.37380119,66.26364153,67.5326565,69.88525477,72.48656746,74.15466705,76.7369247,79.35446438,82.44860206,84.24654232,85.74778397,90.55854216,93.44059766,97.31394178,101.129182,104.8686695,108.5603617,112.7268923,115.7480068,119.9454702,123.5327955,120.1972304,121.9468697,122.5358053,,,,
